SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
354788,0,Cash loans,F,N,Y,1,67500.0,117162.0,11718.0,103500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-15150,-5946,-809.0,-2324,,1,1,0,1,0,0,Laborers,3.0,3,3,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 2,,0.3320411042893648,0.6430255641096323,0.1052,0.0193,0.9622,0.4832,0.0357,0.0,0.069,0.125,0.1667,0.0351,0.0849,0.0359,0.0039,0.0867,0.1071,0.02,0.9623,0.5034,0.0361,0.0,0.069,0.125,0.1667,0.036,0.0927,0.0374,0.0039,0.0918,0.1062,0.0193,0.9622,0.4901,0.036,0.0,0.069,0.125,0.1667,0.0358,0.0864,0.0365,0.0039,0.0885,reg oper account,specific housing,0.0624,"Stone, brick",No,4.0,1.0,4.0,1.0,-503.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,5.0
448668,0,Cash loans,F,N,Y,2,157500.0,679500.0,45594.0,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-11375,-3793,-2899.0,-4008,,1,1,0,1,0,0,Sales staff,4.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Self-employed,0.652794799398245,0.1099090487904474,0.3572932680336494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
395782,1,Cash loans,F,Y,N,0,112500.0,675000.0,26901.0,675000.0,Family,State servant,Secondary / secondary special,Widow,House / apartment,0.025164,-19538,-5880,-2919.0,-2939,8.0,1,1,0,1,0,0,Secretaries,1.0,2,2,THURSDAY,14,0,0,0,0,0,0,School,0.7491969584703061,0.1631870354642708,0.6075573001388961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
111140,0,Revolving loans,F,N,Y,0,81000.0,135000.0,6750.0,135000.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.018209,-11036,-829,-5104.0,-3690,,1,1,0,1,0,1,Sales staff,2.0,3,3,TUESDAY,15,0,0,0,1,1,0,Business Entity Type 3,0.2786489416746046,0.5247903122271783,0.4118485559242397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
268362,0,Cash loans,F,N,Y,0,88650.0,269550.0,18891.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.002042,-24127,365243,-4592.0,-4586,,1,0,0,1,0,0,,2.0,3,3,WEDNESDAY,13,0,0,0,0,0,0,XNA,,0.6948158721245471,0.622922000268356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-822.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
346751,0,Cash loans,F,Y,Y,1,135000.0,787131.0,26145.0,679500.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.031329,-15432,-4996,-6887.0,-4767,1.0,1,1,1,1,0,0,Accountants,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Advertising,,0.6693091533439343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-165.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
328214,0,Revolving loans,M,N,Y,1,238500.0,450000.0,22500.0,450000.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.00963,-9395,-2321,-4029.0,-1961,,1,1,0,1,1,0,Core staff,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Police,0.4234752901408723,0.6800690715206246,0.3706496323299817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,1.0,-891.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
244480,0,Cash loans,F,N,Y,1,90000.0,799956.0,26568.0,607500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00733,-16054,-1231,-6594.0,-4474,,1,1,0,1,0,0,Core staff,3.0,2,2,THURSDAY,11,0,0,0,0,0,0,Other,,0.6600296270954392,0.6296742509538716,,,0.9866,0.8164,,0.0,0.0345,0.1667,0.0417,,0.042,0.0336,,,,,0.9866,0.8236,,0.0,0.0345,0.1667,0.0417,,0.0459,0.035,,,,,0.9866,0.8189,,0.0,0.0345,0.1667,0.0417,,0.0428,0.0342,,,reg oper account,block of flats,0.0395,"Stone, brick",No,2.0,0.0,2.0,0.0,-1352.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
131308,0,Cash loans,M,N,Y,2,112500.0,450000.0,22018.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00733,-13309,-5221,-1982.0,-4101,,1,1,0,1,0,0,Laborers,4.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Emergency,0.2716100054954494,0.6692268673420038,0.7151031019926098,0.1577,0.0,0.9781,0.7008,0.0947,0.0,0.1034,0.1667,0.2083,0.127,0.1278,0.0539,0.0039,0.0026,0.1607,0.0,0.9782,0.7125,0.0956,0.0,0.1034,0.1667,0.2083,0.1299,0.1396,0.0562,0.0039,0.0027,0.1593,0.0,0.9781,0.7048,0.0953,0.0,0.1034,0.1667,0.2083,0.1292,0.13,0.0549,0.0039,0.0026,reg oper account,block of flats,0.0518,"Stone, brick",No,0.0,0.0,0.0,0.0,-572.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
263136,0,Cash loans,F,N,Y,0,112500.0,166810.5,19926.0,144000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-13180,-1106,-7322.0,-1872,,1,1,0,1,0,0,Sales staff,2.0,1,1,THURSDAY,15,0,0,0,0,1,1,Self-employed,,0.3952294743204838,0.633031641417419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
451141,0,Cash loans,M,N,Y,0,126000.0,513531.0,24835.5,459000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-19361,-3991,-4086.0,-2866,,1,1,0,1,0,0,Security staff,2.0,2,2,MONDAY,12,0,0,0,0,1,1,Business Entity Type 1,,0.2944053281118781,0.3441550073724169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-132.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
192582,0,Cash loans,M,N,Y,0,67500.0,325908.0,14485.5,247500.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.015221,-16475,-1926,-597.0,-23,,1,1,1,1,1,0,Security staff,1.0,2,2,SATURDAY,14,0,0,0,0,1,1,Security,0.2140775912644424,0.1683854700682003,0.5744466170995097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1025.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
240785,0,Cash loans,F,N,N,1,67500.0,270000.0,19332.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-11674,-2119,-1890.0,-770,,1,1,1,1,1,0,Medicine staff,3.0,2,2,TUESDAY,17,0,0,0,0,0,0,Medicine,,0.700672734695591,,0.3784,0.0617,0.9811,,,0.04,0.0345,0.3333,,0.119,,0.0725,,,0.3855,0.064,0.9811,,,0.0403,0.0345,0.3333,,0.1217,,0.0755,,,0.382,0.0617,0.9811,,,0.04,0.0345,0.3333,,0.121,,0.0738,,,,block of flats,0.0896,"Stone, brick",No,2.0,0.0,2.0,0.0,-1143.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
338779,0,Cash loans,F,N,Y,0,112500.0,450000.0,22018.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19988,-206,-1047.0,-3515,,1,1,0,1,0,0,Sales staff,2.0,2,2,FRIDAY,7,0,0,0,0,1,1,Self-employed,0.6873429954008923,0.0125566187092152,0.1714683668967994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0
391250,0,Cash loans,F,N,N,0,112500.0,454500.0,14661.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.0031219999999999,-12840,-1930,-6105.0,-4474,,1,1,1,1,0,0,Laborers,1.0,3,3,WEDNESDAY,14,0,0,0,0,1,1,Other,0.2998250654689133,0.6474726149319167,0.5620604831738043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-319.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
289738,1,Cash loans,F,N,N,0,90000.0,450000.0,21888.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-8544,-1164,-8528.0,-1152,,1,1,1,1,0,0,Sales staff,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,Self-employed,0.5102618413805073,0.516292928805411,0.3807996826489149,0.0639,,0.9737,,,,0.069,0.1667,,,,0.0497,,0.0486,0.0651,,0.9737,,,,0.069,0.1667,,,,0.0518,,0.0514,0.0645,,0.9737,,,,0.069,0.1667,,,,0.0506,,0.0496,,,0.0497,"Stone, brick",No,0.0,0.0,0.0,0.0,-614.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
103978,0,Cash loans,F,N,Y,0,112500.0,463500.0,15318.0,463500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.015221,-19034,-2348,-1679.0,-860,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Transport: type 2,,0.5755455359308875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,-1860.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
281257,0,Cash loans,F,N,Y,2,180000.0,327024.0,15372.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-12278,-414,-865.0,-4317,,1,1,0,1,0,0,Cleaning staff,4.0,2,2,TUESDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.5472193688184513,0.7160032659501361,0.3842068130556564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,12.0,0.0,-148.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
367757,0,Cash loans,F,N,N,1,180000.0,561384.0,54819.0,540000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Office apartment,0.003069,-17501,-2909,-2069.0,-979,,1,1,1,1,1,0,Laborers,3.0,3,3,TUESDAY,12,0,0,0,0,0,0,Self-employed,0.6126119023246511,0.4830227678231217,0.7981372313187245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1185.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
288504,0,Cash loans,M,N,Y,0,166500.0,814041.0,23800.5,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-10633,-2664,-5126.0,-3273,,1,1,0,1,0,0,Drivers,2.0,2,2,WEDNESDAY,13,0,0,0,0,1,1,Government,,0.4166462040632972,0.5602843280409464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
396850,0,Cash loans,F,Y,N,2,157500.0,945000.0,25056.0,945000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,With parents,0.0145199999999999,-12108,-2337,-10097.0,-4381,1.0,1,1,0,1,0,0,Sales staff,4.0,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.455056205108151,0.4483064172834266,0.3217352821966848,,,0.9781,0.7076,,,0.1379,0.1667,,,,,,,,,0.9777,0.7190000000000001,,,0.1379,0.1667,,,,,,,,,0.9781,0.7115,,,0.1379,0.1667,,,,,,,,block of flats,0.0647,,No,0.0,0.0,0.0,0.0,-4.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
386862,1,Cash loans,F,N,Y,0,67500.0,215640.0,9495.0,180000.0,Other_B,Pensioner,Secondary / secondary special,Widow,House / apartment,0.035792,-24297,365243,-9013.0,-4262,,1,0,0,1,1,0,,1.0,2,2,MONDAY,9,0,0,0,0,0,0,XNA,,0.6244842354475232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-748.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
449301,0,Cash loans,M,Y,Y,2,216000.0,755190.0,36459.0,675000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,-16649,-2220,-9151.0,-191,7.0,1,1,0,1,0,0,Managers,4.0,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.4311218836704545,0.7928364753836001,0.4740512892789932,0.0866,0.1113,0.9816,,,0.0,0.2069,0.1667,,0.1041,,0.0859,,0.0,0.0882,0.1155,0.9816,,,0.0,0.2069,0.1667,,0.1065,,0.0895,,0.0,0.0874,0.1113,0.9816,,,0.0,0.2069,0.1667,,0.1059,,0.0874,,0.0,,block of flats,0.0676,"Stone, brick",No,0.0,0.0,0.0,0.0,-2567.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
441218,0,Cash loans,F,N,N,0,81000.0,225000.0,17775.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-12930,-1146,-11560.0,-3510,,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,12,0,0,0,1,0,1,Business Entity Type 3,0.3641882711167225,0.4849342143343003,0.41534714488434,0.0113,,0.9697,,,,0.069,0.0417,,,,0.0078,,,0.0116,,0.9697,,,,0.069,0.0417,,,,0.0082,,,0.0115,,0.9697,,,,0.069,0.0417,,,,0.008,,,,block of flats,0.0062,Block,Yes,0.0,0.0,0.0,0.0,-1817.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
318955,0,Cash loans,F,N,Y,0,292500.0,497520.0,33246.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.072508,-17104,-219,-8940.0,-606,,1,1,1,1,1,0,Accountants,2.0,1,1,SATURDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.715295724156683,0.7813782380840683,0.0804,0.0845,0.9732,0.6328,0.1041,0.0,0.1379,0.1667,0.2083,0.0,0.0656,0.0661,0.0,0.0226,0.084,0.0875,0.9732,0.6472,0.0964,0.0,0.1379,0.1667,0.2083,0.0,0.0735,0.0636,0.0,0.0,0.0833,0.0846,0.9732,0.6377,0.0995,0.0,0.1379,0.1667,0.2083,0.0,0.0684,0.0698,0.0,0.0197,reg oper account,block of flats,0.0522,"Stone, brick",No,0.0,0.0,0.0,0.0,-1598.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
193688,0,Cash loans,M,Y,Y,1,135000.0,760225.5,32206.5,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-13191,-1492,-5527.0,-4548,3.0,1,1,0,1,1,0,High skill tech staff,3.0,2,2,MONDAY,10,0,0,0,0,0,0,Self-employed,0.5596144325489689,0.6861517206692015,0.1777040724853336,0.2175,0.2066,0.9841,,,0.04,0.4828,0.3333,,0.0755,,0.213,,0.0,0.2216,0.2144,0.9841,,,0.0403,0.4828,0.3333,,0.0772,,0.2219,,0.0,0.2196,0.2066,0.9841,,,0.04,0.4828,0.3333,,0.0768,,0.2168,,0.0,,block of flats,0.1869,"Stone, brick",No,0.0,0.0,0.0,0.0,-1434.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
152444,0,Cash loans,F,N,Y,0,135000.0,728460.0,41949.0,675000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.006852,-23680,365243,-10470.0,-4161,,1,0,0,1,1,0,,2.0,3,3,MONDAY,13,0,0,0,0,0,0,XNA,,0.1292273322270869,0.7713615919194317,0.0825,,0.9851,,,,0.1379,0.1667,,,,0.0514,,0.1166,0.084,,0.9851,,,,0.1379,0.1667,,,,0.0536,,0.1235,0.0833,,0.9851,,,,0.1379,0.1667,,,,0.0524,,0.1191,,block of flats,0.0658,Panel,No,0.0,0.0,0.0,0.0,-415.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
340101,0,Cash loans,M,Y,Y,0,112500.0,1051245.0,30865.5,877500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.019101,-14420,-4065,-5666.0,-5020,21.0,1,1,0,1,1,0,Laborers,2.0,2,2,MONDAY,12,0,0,0,0,1,1,Business Entity Type 1,0.6750622931805768,0.6197289975601211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1975.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
137985,0,Cash loans,F,Y,Y,0,135000.0,924858.0,61731.0,873000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-20624,-4522,-8756.0,-3594,31.0,1,1,0,1,1,0,Core staff,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Postal,,0.7215153808083297,0.6023863442690867,0.033,0.0432,0.9841,0.7824,0.0071,0.0,0.1034,0.125,0.1667,0.0119,0.0269,0.0338,0.0,0.0,0.0336,0.0448,0.9841,0.7909,0.0072,0.0,0.1034,0.125,0.1667,0.0122,0.0294,0.0352,0.0,0.0,0.0333,0.0432,0.9841,0.7853,0.0072,0.0,0.1034,0.125,0.1667,0.0121,0.0274,0.0344,0.0,0.0,reg oper account,block of flats,0.0266,Panel,No,6.0,0.0,5.0,0.0,-175.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0
129450,0,Cash loans,F,Y,Y,0,180000.0,1227901.5,50139.0,1129500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-19547,-3979,-153.0,-2935,7.0,1,1,0,1,0,0,,2.0,1,1,WEDNESDAY,15,0,1,1,0,0,0,Business Entity Type 1,,0.7673931421355019,0.6363761710860439,0.3237,0.1601,0.996,0.9456,0.2024,0.2,0.1724,0.625,0.6667,0.0278,0.2639,0.3469,0.0,0.0,0.3298,0.1661,0.996,0.9477,0.2042,0.2014,0.1724,0.625,0.6667,0.0284,0.2883,0.3614,0.0,0.0,0.3268,0.1601,0.996,0.9463,0.2037,0.2,0.1724,0.625,0.6667,0.0283,0.2685,0.3531,0.0,0.0,reg oper account,block of flats,0.3835,Panel,No,2.0,0.0,2.0,0.0,-3135.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
208936,0,Cash loans,M,Y,Y,0,225000.0,450000.0,21109.5,450000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.028663,-16542,-591,-518.0,-67,2.0,1,1,0,1,0,0,Managers,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 2,,0.6231089244174544,0.2608559142068693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
361483,0,Cash loans,M,N,N,0,121500.0,450000.0,20979.0,450000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.009334,-10036,-1671,-10014.0,-2660,,1,1,1,1,0,0,Security staff,1.0,2,2,SATURDAY,16,0,0,0,0,1,1,Other,0.4018893920301674,0.225756831721363,0.2735646775174348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1304.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
355535,0,Cash loans,F,Y,Y,0,90000.0,163008.0,11943.0,144000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.018801,-15324,-2012,-8909.0,-4143,13.0,1,1,1,1,1,0,Managers,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Other,0.4386926251049394,0.1528754537265925,0.1862929496555374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-363.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
301221,0,Cash loans,M,Y,Y,0,256500.0,278460.0,21676.5,225000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.002042,-12348,-470,-4745.0,-4756,4.0,1,1,0,1,0,0,Laborers,2.0,3,3,THURSDAY,9,0,0,0,0,0,0,Industry: type 9,,0.1458065231266143,0.4974688893052743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-496.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
